Vertical|Site|Pub Date|Title|Author|Content Type|Content Source|Cost|Effort|Total Cost|30 Day Views|30 Day Revenue|60 Day Views|60 Day Revenue|90 Day Views|90 Day Revenue|120 Day Views|120 Day Revenue|150 Day Views|150 Day Revenue|180 Day Views|180 Day Revenue|210 Day Views|210 Day Revenue|240 Day Views|240 Day Revenue|270 Day Views|270 Day Revenue|300 Day Views|300 Day Revenue|330 Day Views|330 Day Revenue|360 Day Views|360 Day Revenue|Gross Revenue|Net Revenue
Networking|Enterprise Networking Planet|2010-05-12|Cisco's Third Quarter: Busy and Profitable?|Sean Michael Kerner|News|InternetNews|0.0|0.1|4.0|265|12.6427371727901|4|0.291193441541897|1|0.0692706430583632|1|0.0911529774280885|1|0.0723070282713474|0|0.0|0|0.0|0|0.0|1|0.0|0|0.0|1|0|0|0|13.1666614934802|-9.1666614934802
Networking|Enterprise Networking Planet|2010-05-11|House Republican Seeks to Block FCC's Net Neutrality Efforts|Kenneth Corbin|News|InternetNews|0.0|0.1|4.0|317|15.1235761651866|12|0.873580324625691|3|0.20781192917509|0|0.0|0|0.0|1|0.0800468505238348|0|0.0|2|0.146044006193464|1|0.0|1|0.0|0|0|0|0|16.4310592710972|-12.4310592710972
Networking|Enterprise Networking Planet|2010-05-11|The IT Security Bubble Has Popped|Sonny Discini|Opinion|Repurp|0.0|0.25|10.0|93|4.43688512101689|21|1.52876556809496|18|1.24687157505054|6|0.546917864568531|13|0.939991367527516|5|0.400234252619174|2|0.151389656356875|1|0.0730220030967321|3|0.0|4|0.0|1|0|0|0|9.32407762855291|0.67592237144709
Networking|Enterprise Networking Planet|2010-05-10|Aruba Acquires Azalea for Wi-Fi Enterprise Mesh|Sean Michael Kerner|News|InternetNews|0.0|0.1|4.0|286|13.644614458181|10|0.727983603854743|9|0.623435787525269|8|0.729223819424708|3|0.216921084814042|5|0.400234252619174|2|0.151389656356875|3|0.219066009290196|1|0.0|12|0.0|10|0|32|0|16.7128684669733|-12.7128684669733
Networking|Enterprise Networking Planet|2010-05-10|Wi-Fi Networking Headed for 60GHz, Gigabit Speeds|Sean Michael Kerner|Trends|InternetNews|0.0|0.1|4.0|323|15.4098268181554|68|4.95028850621225|40|2.77082572233453|33|3.00804825512692|64|4.62764980936623|41|3.28192087147723|70|5.29863797249063|76|5.54967223535164|50|0.0|37|0.0|26|0|0|0|44.896870136261|-40.896870136261
Networking|Enterprise Networking Planet|2010-05-10|Unified Communications Demand Thorough Network Testing|No Author|Trends|Repurp|0.0|0.25|10.0|43|2.05146301294329|19|1.38316884732401|8|0.554165144466905|0|0.0|1|0.0723070282713474|0|0.0|0|0.0|1|0.0730220030967321|0|0.0|0|0.0|0|0|0|0|4.13412609696388|5.86587390303612
Networking|Enterprise Networking Planet|2010-05-07|First Full IDN Domain Names Now Online|Sean Michael Kerner|News|InternetNews|0.0|0.1|4.0|746|35.5904978524581|15|1.09197540578211|18|1.24687157505054|7|0.638070841996619|11|0.795377310984821|12|0.960562206286018|5|0.378474140892188|3|0.219066009290196|3|0.0|8|0.0|6|0|4|0|40.9208936244249|-36.9208936244249
Networking|Enterprise Networking Planet|2010-05-06|Entrepreneurial Ball State Goes WiMAX|Gerry Blackwell|Trends|Repurp|0.0|0.25|10.0|173|8.25356049393464|4|0.291193441541897|0|0.0|0|0.0|1|0.0723070282713474|0|0.0|0|0.0|0|0.0|2|0.0|0|0.0|0|0|0|0|8.61706054955721|1.38293945044279
Networking|Enterprise Networking Planet|2010-05-05|Using Third-Party 802.1X Clients  on Windows, Linux or Mac|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|431|20.5623385715944|151|10.9925524182066|189|13.0921515380306|205|18.6863603727581|229|16.5583094741386|240|19.2112441257204|217|16.4257777147209|107|7.81335433135034|161|0.0|185|0.0|162|0|167|0|123.342089653015|266.657910346985
Networking|Enterprise Networking Planet|2010-05-04|Red Hat Prefers to Be Choosy With Its Kernel Packages|Sean Michael Kerner|News|InternetNews|0.0|0.1|4.0|84|4.00750914156364|24|1.74716064925138|12|0.831247716700358|4|0.364611909712354|0|0.0|2|0.16009370104767|0|0.0|1|0.0730220030967321|2|0.0|0|0.0|0|0|0|0|7.18364521116018|-3.18364521116018
Networking|Enterprise Networking Planet|2010-05-03|Three Essential PowerShell 2.0 Remote Management Features|Jabez Gan|Tutorial/Howto|Freelance|300.0|2.0|380.0|1009|48.1378181409252|312|22.713088440268|188|13.0228808949723|217|19.7801961018952|306|22.1259506510323|318|25.4548984665795|343|25.9633260652041|362|26.433965121017|428|0.0|329|0.0|416|0|333|0|203.632122039795|176.367877960205
Networking|Enterprise Networking Planet|2010-06-30|Exposing the Pipes at Pump: Managing Networking in a Virtual Environment|Drew Robb|Trends|Freelance|300.0|1.0|340.0|199|13.7848579686143|50|4.55764887140442|11|0.795377310984821|20|1.6009370104767|8|0.6055586254275|6|0.438132018580393|3|0.0|8|0.0|0|0|0|0|0|0|0|0|21.7825113832951|318.217488616705
Networking|Enterprise Networking Planet|2010-06-29|Cisco Extends Smart Grid For Both Offices and Homes|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|412|28.5395049400456|39|3.55496611969545|17|1.22921948061291|12|0.960562206286018|8|0.6055586254275|4|0.292088012386929|1|0.0|1|0.0|1|0|2|0|0|0|0|0|35.1818995177746|-25.1818995177746
Networking|Enterprise Networking Planet|2010-06-29|Aerohive's Free Online Wi-Fi Planner Automates AP Placement|Lisa Phifer|News|Repurp|0.0|0.25|10.0|287|19.8806745577502|91|8.29492094595605|75|5.42302712035105|61|4.88285788195393|76|5.75280694156125|24|1.75252807432157|33|0.0|21|0.0|16|0|2|0|0|0|0|0|45.9868153333664|-35.9868153333664
Networking|Enterprise Networking Planet|2010-06-28|White House Commits to Spectrum for Mobile Broadband|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|205|14.2004818269644|16|1.45844763884942|7|0.506149197899432|3|0.240140551571505|5|0.378474140892188|1|0.0730220030967321|2|0.0|9|0.0|13|0|2|0|0|0|0|0|16.8567149862647|-6.8567149862647
Networking|Enterprise Networking Planet|2010-06-28|ICANN Approves Chinese-Language Domains, .XXX TLD|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|248|17.1791194784741|51|4.64880184883251|12|0.867684339256169|5|0.400234252619174|14|1.05972759449813|13|0.949286040257518|14|0.0|6|0.0|23|0|35|0|0|0|0|0|25.1048531234264|-15.1048531234264
Networking|Enterprise Networking Planet|2010-06-25|Universities Responding to Obama Call for Improved Cybersecurity|Keith Vance|Trends|Repurp|0.0|0.25|10.0|55|3.80988536820997|1|0.0911529774280885|0|0.0|0|0.0|1|0.0756948281784375|0|0.0|0|0.0|1|0.0|0|0|0|0|0|0|0|0|3.97673307359219|6.02326692640781
Networking|Enterprise Networking Planet|2010-06-24|Gartner Confirms Cloud Trend to Tune of $148B by 2014|Larry Barrett|Trends|Repurp|0.0|0.25|10.0|209|14.4775643991979|23|2.09651848084604|18|1.30152650888425|23|1.8410775620482|27|2.04376036081781|29|2.11763808980523|28|0.0|28|0.0|11|0|5|0|0|0|0|0|23.8780858516693|-13.8780858516693
Networking|Enterprise Networking Planet|2010-06-23|Installing and Configuring Windows Essential Business Server|Jabez Gan|Tutorial/Howto|Freelance|350.0|2.0|430.0|177|12.2609038213303|12|1.09383572913706|6|0.433842169628084|5|0.400234252619174|11|0.832643109962813|11|0.803242034064053|5|0.0|19|0.0|16|0|3|0|0|0|0|0|15.8247006237507|414.175299376249
Networking|Enterprise Networking Planet|2010-06-23|AirWatch Beefs Up iOS Security for the Enterprise|David Needle|Product Review|InternetNews|0.0|0.25|10.0|78|5.40311015855233|12|1.09383572913706|7|0.506149197899432|10|0.800468505238348|10|0.756948281784375|9|0.657198027870589|6|0.0|3|0.0|5|0|3|0|0|0|0|0|9.21770972013474|0.78229027986526
Networking|Enterprise Networking Planet|2010-06-21|Faster 40 and 100 Gigabit Ethernet Standard Now Real|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|549|38.0295830390414|77|7.01877926196281|49|3.54304438529602|74|5.92346693876378|87|6.58545005152407|54|3.94318816722354|72|0.0|47|0.0|33|0|25|0|24|0|0|0|65.0435121059418|-55.0435121059418
Networking|Enterprise Networking Planet|2010-06-18|ISPs Land Hard on FCC for Broadband Move|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|258|17.8718259090577|7|0.638070841996619|2|0.144614056542695|3|0.240140551571505|2|0.16009370104767|1|0.0756948281784375|4|0.292088012386929|1|0.0|1|0.0|1|0|3|0|0|0|19.4225281327963|-9.4225281327963
Networking|Enterprise Networking Planet|2010-06-17|FCC Begins Broadband Regulation Fight|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|306|21.1968167758591|23|2.09651848084604|7|0.638070841996619|9|0.650763254442126|6|0.480281103143009|1|0.0756948281784375|4|0.292088012386929|0|0.0|1|0.0|0|0|0|0|0|0|25.4302339553833|-15.4302339553833
Networking|Enterprise Networking Planet|2010-06-16|IEEE Spec Will Standardize Broadband Over Power Line|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|700|48.4894501408542|97|6.71925237666123|35|3.1903542099831|32|2.31382490468312|37|2.96173346938189|5|0.378474140892188|18|1.31439605574118|11|0.0|7|0.0|12|0|0|0|0|0|65.3674838840961|-55.3674838840961
Networking|Enterprise Networking Planet|2010-06-15|Sizing Up Windows Essential Business Server 2008|Jabez Gan|Tutorial/Howto|Freelance|350.0|2.0|430.0|219|15.9428409244189|28|1.93957800563417|24|2.18767145827412|42|3.03689518739659|37|2.96173346938189|32|2.42223450171|18|1.31439605574118|19|0.0|20|0.0|21|0|6|0|0|0|29.8053494691849|400.194650530815
Networking|Enterprise Networking Planet|2010-06-14|SQL Injection and XSS Top Web App Security List|Lisa Phifer|Trends|Repurp|0.0|0.25|10.0|132|9.6093835708826|10|0.692706430583632|9|0.820376796852796|12|0.867684339256169|9|0.720421654714514|22|1.66528621992563|7|0.511154021677125|10|0.0|5|0.0|6|0|0|0|0|0|14.8870130181313|-4.8870130181313
Networking|Enterprise Networking Planet|2010-06-11|China Falling in Domain Name Standings|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|1023|74.4727226743402|18|1.24687157505054|7|0.638070841996619|14|1.01229839579886|4|0.320187402095339|2|0.151389656356875|2|0.146044006193464|0|0.0|0|0.0|1|0|0|0|0|0|77.9875867217779|-67.9875867217779
Networking|Enterprise Networking Planet|2010-06-10|Learn New Features in Active Directory Administrative Center|Jabez Gan|Tutorial/Howto|InternetNews|350.0|2.0|430.0|290|21.1115245117875|109|7.55050009336159|110|10.0268275170897|131|9.47222070354651|89|7.1241696966213|112|8.47782075598501|82|5.98780425393204|108|0.0|132|0.0|193|0|100|0|0|0|69.7508673667908|360.249132633209
Networking|Enterprise Networking Planet|2010-06-09|FCC Commissioner Calls for Action on National Broadband Plan|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|214|15.5788491224915|6|0.415623858350179|1|0.0911529774280885|0|0.0|4|0.320187402095339|0|0.0|0|0.0|1|0.0|1|0.0|0|0|0|0|0|0|16.4058130532503|-6.4058130532503
Networking|Enterprise Networking Planet|2010-06-08|Riverbed Rolls Out RiOS 6.1 for the Cloud|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|319|23.2226769629663|69|4.77967437102706|27|2.46113039055839|26|1.87998273505503|24|1.92112441257204|24|1.8166758762825|17|1.24137405264445|14|0.0|20|0.0|11|0|13|0|0|0|37.3226392269135|-27.3226392269135
Networking|Enterprise Networking Planet|2010-06-07|Ciena DRAC Goes Open Source for Network Control|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|230|16.7436228886591|29|2.00884864869253|17|1.5496006162775|14|1.01229839579886|8|0.640374804190679|10|0.756948281784375|4|0.292088012386929|11|0.0|3|0.0|5|0|0|0|0|0|23.0037824213505|-13.0037824213505
Networking|Enterprise Networking Planet|2010-06-07|MAC Address Spoofing for Windows, Linux and Mac|Eric Geier|Tutorial/Howto|Freelance|350.0|1.0|390.0|800|58.2386883083794|203|14.0619405408477|197|17.9571365533334|259|18.727520322279|297|23.7739146055789|222|16.8042518556131|201|14.6774226224432|177|0.0|149|0.0|62|0|32|0|0|0|164.240875244141|225.759124755859
Networking|Enterprise Networking Planet|2010-06-04|Is Sticking With Solaris a Wise Choice?|Charlie Schluting|Opinion|Freelance|400.0|1.0|440.0|3126|227.567674564993|205|14.2004818269644|56|5.10456673597296|57|4.1215006114668|36|2.88168661885805|33|2.49792932988844|21|1.53346206503137|22|0.0|94|0.0|33|0|20|0|0|0|257.907299280167|182.092700719833
Networking|Enterprise Networking Planet|2010-06-03|Wireless Spectrum Crunch Has Feds Scrambling|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|697|50.7404571886756|10|0.692706430583632|12|1.09383572913706|6|0.433842169628084|5|0.400234252619174|7|0.529863797249063|4|0.292088012386929|5|0.0|5|0.0|2|0|0|0|0|0|54.1830259561539|-44.1830259561539
Networking|Enterprise Networking Planet|2010-06-02|Global Networking Bandwidth Demand Starts to Slow|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|283|20.6019359890892|42|2.90936700845125|49|4.46649589397634|61|4.41072872455219|67|5.36313898509693|55|4.16321554981407|36|2.62879211148236|51|0.0|44|0.0|39|0|28|0|0|0|44.5436751842499|-34.5436751842499
Networking|Enterprise Networking Planet|2010-06-01|Web Application Security: Are You Doing Enough?|Paul Rubens|Trends|Freelance|425.0|1.0|465.0|352|25.6250228556869|64|4.43332115573524|69|6.28955544253811|35|2.53074598949716|26|2.08121811361971|31|2.34653967353156|9|0.657198027870589|9|0.0|22|0.0|7|0|2|0|0|0|43.9636011719704|421.03639882803
Networking|Enterprise Networking Planet|2010-07-30|FCC Plans Busy Third Quarter on Spectrum Issues|Alex Goldman|News|InternetNews|0.0|0.25|10.0|198|18.0482895307615|423|30.5858729587799|15|1.20070275785752|10|0.756948281784375|8|0.584176024773857|1|0.0|3|0.0|2|0|0|0|0|0|0|0|0|0|51.175989985466|-41.175989985466
Networking|Enterprise Networking Planet|2010-07-30|Simplify Windows WAN Optimization With BranchCache|Jabez Gan|Tutorial/Howto|Freelance|350.0|1.5|410.0|215|19.597890147039|112|8.09838716639091|137|10.9664185217654|94|7.11531384877313|83|6.06082625702877|94|0.0|112|0.0|109|0|101|0|0|0|0|0|0|0|51.8388361930847|358.161163806915
Networking|Enterprise Networking Planet|2010-07-29|House Lawmakers Introduce Spectrum Incentive Auction Act|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|82|7.47454414910326|14|1.01229839579886|8|0.640374804190679|9|0.681253453605938|9|0.657198027870589|10|0.0|8|0.0|4|0|0|0|0|0|0|0|0|0|10.465668618679|-0.465668618679
Networking|Enterprise Networking Planet|2010-07-28|DNSSEC is Here. Now What?|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|826|75.2923593556011|12|0.867684339256169|19|1.52089015995286|11|0.832643109962813|7|0.511154021677125|5|0.0|11|0.0|5|0|2|0|0|0|0|0|0|0|79.0247299671173|-69.0247299671173
Networking|Enterprise Networking Planet|2010-07-27|Looking Ahead to Black Hat USA 2010|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|124|11.302969201083|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|0|0|11.3029689788818|-1.3029689788818
Networking|Enterprise Networking Planet|2010-07-26|Three Steps to a Cracked Android Device|Paul Rubens|Tutorial/Howto|Freelance|425.0|1.0|465.0|1109|101.08865196775|580|41.9380763973815|490|39.2229567566791|492|37.2418554637913|272|19.8619848423111|326|0.0|272|0.0|148|0|110|0|0|0|0|0|0|0|239.353527069092|225.646472930908
Networking|Enterprise Networking Planet|2010-07-23|Lawmakers Move to Fund U.S. Broadband|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|114|10.3914394268021|4|0.28922811308539|0|0.0|1|0.0756948281784375|1|0.0730220030967321|2|0.0|3|0.0|0|0|0|0|0|0|0|0|0|0|10.8293843790889|-0.8293843790889
Networking|Enterprise Networking Planet|2010-07-23|Riverbed Unveils Virtual WAN Optimization|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|354|32.2681540095433|84|6.07379037479318|57|4.56267047985859|75|5.67711211338282|40|2.92088012386929|60|0.0|60|0.0|39|0|41|0|0|0|0|0|0|0|51.5026075839996|-41.5026075839996
Networking|Enterprise Networking Planet|2010-07-23|Free Wi-Fi Stumblers Do the Work But Save You Money|Eric Geier|Product Review|Freelance|350.0|1.0|390.0|457|41.6569106846364|193|13.95525645637|162|12.9675897848612|157|11.8840880240147|70|5.11154021677125|88|0.0|92|0.0|104|0|54|0|0|0|0|0|0|0|85.5753836631775|304.424616336823
Networking|Enterprise Networking Planet|2010-07-22|GOP Senators Look to Derail FCC's Broadband Plans|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|109|9.93567453966165|0|0.0|1|0.0800468505238348|1|0.0756948281784375|3|0.219066009290196|1|0.0|1|0.0|1|0|0|0|0|0|0|0|0|0|10.310482352972|-0.310482352972
Networking|Enterprise Networking Planet|2010-07-22|Don't Bother Waiting for the Linux Revolution: It's Already Here|Kenneth Hess|Opinion|Repurp|0.0|0.25|10.0|379|34.5469784452455|32|2.31382490468312|24|1.92112441257204|2|0.151389656356875|2|0.146044006193464|1|0.0|3|0.0|2|0|6|0|0|0|0|0|0|0|39.0793610066175|-29.0793610066175
Networking|Enterprise Networking Planet|2010-07-21|Juniper Networks Sees Increased Enterprise IT, Carrier Spending|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|191|17.4102186887649|15|1.08460542407021|12|0.960562206286018|6|0.454168969070625|7|0.511154021677125|3|0.0|4|0.0|3|0|1|0|0|0|0|0|0|0|20.4207098484039|-10.4207098484039
Networking|Enterprise Networking Planet|2010-07-21|BitNami Offers Express Ticket to Open Source Stacks|Brian Proffitt|Trends|Freelance|400.0|0.75|430.0|159|14.4933234110661|48|3.47073735702467|44|3.52206142304873|49|3.70904658074344|31|2.2636820959987|31|0.0|20|0.0|15|0|1|0|4|0|0|0|0|0|27.4588508605957|402.541149139404
Networking|Enterprise Networking Planet|2010-07-20|Mobile Broadband Push Has Broadcasters Bracing for a Fight|Kenneth Corbin|News|InternetNews|0.0|0.25|10.0|144|13.1260287496447|4|0.28922811308539|6|0.480281103143009|10|0.756948281784375|32|2.33670409909543|4|0.0|3|0.0|3|0|0|0|0|0|0|0|0|0|16.9891905486584|-6.9891905486584
Networking|Enterprise Networking Planet|2010-07-20|Six Steps to ITIL Incident Management|Hank Marquis|Tutorial/Howto|Repurp|0.0|0.25|10.0|446|40.6542279329275|152|10.9906682972448|188|15.048807898481|185|14.0035432130109|191|13.9472025914758|150|0.0|132|0.0|120|0|136|0|61|0|0|0|0|0|94.6444501876831|-84.6444501876831
Networking|Enterprise Networking Planet|2010-07-19|Denver Maintains Vendor Neutrality in a Cloud Environment|Drew Robb|Trends|Freelance|300.0|1.0|340.0|108|9.84452156223356|3|0.216921084814042|1|0.0800468505238348|1|0.0756948281784375|4|0.292088012386929|1|0.0730220030967321|4|0.0|3|0|0|0|0|0|0|0|0|0|10.582294292748|329.417705707252
Networking|Enterprise Networking Planet|2010-07-16|IBM Adds a Firewall to Its IPS Assets|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|114|7.8968533086534|12|1.09383572913706|5|0.361535141356737|10|0.800468505238348|6|0.454168969070625|4|0.292088012386929|4|0.0|1|0.0|4|0|0|0|0|0|0|0|10.8989497721195|-0.898949772119501
Networking|Enterprise Networking Planet|2010-07-15|Learn to Troubleshoot Windows Essential Business Server 2008|Jabez Gan|Tutorial/Howto|Freelance|350.0|1.5|410.0|42|2.90936700845125|13|1.18498870656515|31|2.24151787641177|14|1.12065590733369|13|0.984032766319688|9|0.657198027870589|10|0.0|9|0.0|9|0|6|0|0|0|0|0|9.09776026010513|400.902239739895
Networking|Enterprise Networking Planet|2010-07-14|Cisco Leads, But IPS Market is Growing|Sean Michael Kerner|News|InternetNews|0.0|0.25|10.0|219|15.1702708297815|2|0.182305954856177|5|0.361535141356737|13|1.04060905680985|5|0.378474140892188|2|0.146044006193464|12|0.0|18|0.0|24|0|8|0|0|0|0|0|17.2792391628027|-7.2792391628027
Networking|Enterprise Networking Planet|2010-07-13|Three Steps to a Cracked iPhone|Paul Rubens|Tutorial/Howto|Freelance|425.0|0.75|455.0|1812|125.518405221754|115|10.4825924042302|95|6.869167685778|73|5.84342008823994|56|4.2389103779925|52|3.79714416103007|48|0.0|37|0.0|37|0|22|0|0|0|0|0|156.749636888504|298.250363111496
Networking|Enterprise Networking Planet|2010-07-12|10 Security Reasons to Migrate to Windows 7|Lisa Phifer|Top 10|Repurp|0.0|0.25|10.0|525|36.3670876056407|52|4.7399548262606|38|2.7476670743112|59|4.72276418090626|57|4.31460520617094|19|1.38741805883791|31|0.0|15|0.0|25|0|0|0|0|0|0|0|54.2794976234436|-44.2794976234436
Networking|Enterprise Networking Planet|2010-07-09|Three Critical Holes in Patch Tuesday Crosshairs|Stuart J. Johnston|News|InternetNews|0.0|0.25|10.0|121|8.38174781006194|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0.0|0|0|0|0|0|0|0|0|8.38174819946289|1.61825180053711
Networking|Enterprise Networking Planet|2010-07-09|Get Started with WS_FTP Server 7.5|Joseph Moran|Product Review|Repurp|0.0|0.25|10.0|47|3.25572022374307|35|3.1903542099831|21|1.5184475936983|19|1.52089015995286|10|0.756948281784375|22|1.60648406812811|16|0.0|20|0.0|27|0|4|0|0|0|0|0|11.8488443493843|-1.8488443493843
